Text ,Slang,Abbreviations,Text meaning
Thật ra là có qua có lại do có sự tận tâm với nghề nghiệp của các anh sự đoàn kết coi nhau như một gđ của các anh tài năng kèm thêm giá trị lan toả về văn hoá lịch sử và con người mà các anh mang tới cho khán giả tiếp theo đó là có sự góp ý và thấu hiểu từ gai con sự lắng nghe và thay đổi tích cực từ gai mẹ chứ ko tự nhiên mà ctrinh có tệp fan chịu đứng ra bảo vệ đâu Phải có các a mqh Gai mẹ Gai con bế nhau hết mực thêm nữa là NTT thì chương trình mới thành công như ngày hôm nay đó,"Gai mẹ, Gai con",NTT,Thật ra là có qua có lại do có sự tận tâm với nghề nghiệp của các anh sự đoàn kết coi nhau như một gia đình của các anh tài năng kèm thêm giá trị lan toả về văn hoá lịch sử và con người mà các anh mang tới cho khán giả tiếp theo đó là có sự góp ý và thấu hiểu từ những người ủng hộ chương trình anh trai vượt ngàn chông gai sự lắng nghe và thay đổi tích cực từ ban tổ chức chương trình anh trai vượt ngàn chông gai rất nhiều chứ ko tự nhiên mà chương trình có tệp fan chịu đứng ra bảo vệ đâu Phải có các anh mối quan hệ những người ủng hộ chương trình anh trai vượt ngàn chông gai ban tổ chức chương trình anh trai vượt ngàn chông gai bế nhau hết mực thêm nữa là nhà tài trợ thì chương trình mới thành công như ngày hôm nay đó
Gai con không lì không ai lì bằng luôn từ đợt cờ là đã lì rồi mãi yêu chông gai,Gai con,,Gai con không lì không ai lì bằng luôn từ đợt cờ là đã lì rồi mãi yêu chông gai
Chuẩn lun j thì j chứ conme Gai truyền thông quá hiền n bù lại vì nó hiền nên nó lại được ngta thương chứ nó mà như con vỉe có khi t cũng ko mê nó như vậy đâu nhái con kêu y1 mua đủ loại page trên fb mà đâu biết admin mấy page đấy là Gai con đâu,"nhái con, gai con, conme Gai",,Chuẩn luôn gì thì gì chứ ban tổ chức chương trình anh trai vượt ngàn chông gai truyền thông quá hiền nó bù lại vì nó hiền nên nó lại được người ta thương chứ nó mà như con vỉe có khi tao cũng không mê nó như vậy đâu người ủng hộ chương trình anh trai say hi kêu y1 mua đủ loại page trên fb mà đâu biết admin mấy page đấy là người ủng hộ chương trình anh trai vượt ngàn chông gai đâu
Mấy con nhái con đang bơi lội dưới đầm lầy,,,Mấy con nhái con đang bơi lội dưới đầm lầy
Fact CG nó thành công đến mức này là vì có tệp fan đồng lòng sát suốt và hết mình vl,vl,"CG, vl",Fact chông gai nó thành công đến mức này là vì có tệp fan đồng lòng sát suốt và hết mình luôn
Nhưng vì Gai mẹ và các anh đã tận tâm tận sức mang hết tâm huyết làm nghề vào chương trình thì mới thu hút được nhiều fan chất lượng như này á,gai mẹ,,Nhưng vì ban tổ chức chương trình anh trai vượt ngàn chông gai và các anh đã tận tâm tận sức mang hết tâm huyết làm nghề vào chương trình thì mới thu hút được nhiều fan chất lượng như này á
Xem ngày họp báo thấy thương vô cùng Tui ước gì bây giờ bắt đầu từ ngày họp báo và chúng ta đu lại từ đầu đc ko Chứ đi Concert về xong bị luỵ cả ngày rồi,đu,,Xem ngày họp báo thấy thương vô cùng Tui ước gì bây giờ bắt đầu từ ngày họp báo và chúng ta ủng hộ lại từ đầu được không Chứ đi Concert về xong bị luỵ cả ngày rồi
Ekip có tâm có tầm các anh tài năng thì tự nhiên sẽ có fan đến thôi à,,,Ekip có tâm có tầm các anh tài năng thì tự nhiên sẽ có fan đến thôi à
thật ý lần đầu tiên thấy fan đoàn đoàn kết bế các a như này luôn ấy Gai Con vừa lì vừa đỉnh bao vụ đốt lò ra đời Tự hào Tự hào Tự hào,"đốt lò, gai con",,thật ý lần đầu tiên thấy fan đoàn đoàn kết bế các anh như này luôn ấy người ủng hộ chương trình anh trai vượt ngàn chông gai vừa lì vừa đỉnh bao vụ tìm ra người phạm lỗi ra đời Tự hào Tự hào Tự hào
Đi theo chương trình từ lúc giới thiệu thành viên tới giờ huhu Cảm thấy tự hào và sung sướng khi chương trình ngày càng được yêu quý và cảm thấy mình chọn thật đúng nền văn minh,nền văn minh,,Đi theo chương trình từ lúc giới thiệu thành viên tới giờ huhu Cảm thấy tự hào và sung sướng khi chương trình ngày càng được yêu quý và cảm thấy mình chọn thật đúng chương trình
Chương trình tử tế thì tất nhiên sẽ thu hút fan tử tế rồi,,,Chương trình tử tế thì tất nhiên sẽ thu hút fan tử tế rồi
Nhưng ch trình cũng fai tn mới có nh gai con đi gieo hạt tới mức này chứ chấp hết ttb lun,"gieo hạt, gai con, ttb",,Nhưng chương trình cũng phải thế nào mới có nhiều người ủng hộ chương trình anh trai vượt ngàn chông gai đi lan tỏa tới mức này chứ chấp hết làm xấu hình ảnh luôn
Việc chính của Gai mẹ là làm showconcert thật hay phần còn lại để gai con lo,"gai con, gai mẹ",,Việc chính của ban tổ chức chương trình anh trai vượt ngàn chông gai là làm showconcert thật hay phần còn lại để những người ủng hộ chương trình anh trai vượt ngàn chông gai lo
Tay con bị gai đâm,,,Tay con bị gai đâm
Nhái bị gai đâm,,,Nhái bị gai đâm
Bông hoa hồng có gai con cầm cẩn thận bị thương nhé,,,Bông hoa hồng có gai con cầm cẩn thận bị thương nhé
Ekip từ cái hồi flop lòi chành được như bây h thật sự trộm vía biết ơn trân trọng ,lòi chành,,Ekip từ cái hồi flop kinh được như bây giờ thật sự trộm vía biết ơn trân trọng 
Lạy cụ,,,Lạy cụ
Thế mà giờ buồn khi thấy nhiều post về trọng nam khinh nữ gì đấy ai biết trước đây Gai cubgx đã từng vất vả tnao,gai,,Thế mà giờ buồn khi thấy nhiều post về trọng nam khinh nữ gì đấy ai biết trước đây chương trình anh trai vượt ngàn chông gai cubgx đã từng vất vả thế nào
Thấy Fan SBin và DK chịu chi khủng khiếp luôn ak,,"DK, sbin, ak",Thấy Fan Soobin và duy khánh chịu chi khủng khiếp luôn á
Nhưng k thể k đc á tại hay cỡ này mà k hâm mộ thì xem lại đầu óc thôi,,,Nhưng không thể không được á tại hay cỡ này mà không hâm mộ thì xem lại đầu óc thôi
có qua có lại nên giờ ekip chtr bế chiều chuộng riết,,,có qua có lại nên giờ ekip chương trình bế chiều chuộng riết
Vì chúng ta luôn thật lòng với nhau,,,Vì chúng ta luôn thật lòng với nhau
cứ để Gai con lo vụ gieo hẹt,"gieo hẹt, gai con",,cứ để những người ủng hộ chương trình anh trai vượt ngàn chông gai lo vụ lan toả
"Mấy ní bình tĩnh đang chạy deadline xong sẽ up nha đang tìm chỗ nào dễ up dễ download chứ bũa share mấy đường thấy mọi người báo là không tiện Còn up qua mấy chỗ cloud thì bị traffic lớn quá nó khóa không cho download Để trả job xong tối tui up liền
  
",ní,,"Mấy bạn bình tĩnh đang chạy deadline xong sẽ up nha đang tìm chỗ nào dễ up dễ download chứ bũa share mấy đường thấy mọi người báo là không tiện Còn up qua mấy chỗ cloud thì bị traffic lớn quá nó khóa không cho download Để trả job xong tối tui up liền
  
"
Hôm qua 10000 người tham dự ở concert ATVNCG Hà Nội choáy lắm,choáy,ATVNCG,Hôm qua 10000 người tham dự ở concert anh trai vượt ngàn chông gai Hà Nội nồng nhiệt lắm
vl ngũ đại lót tích đi xem hết à cái show này rốt cuộc có bao nhiêu fanboy vậy,"ngũ đại lót tích, vl",vl,uầy những người hay trêu ghẹo đi xem hết à cái show này rốt cuộc có bao nhiêu fanboy vậy
Xin list ngũ đại lót tích ạ,ngũ đại lót tích,,Xin list những người hay trêu ghẹo ạ
Sao mn có vẻ bất ngờ khi show có nhiều fanboy nhỉ Con trai thì vẫn nghe nhạc mà Chính ra nhạc CG làm nhiều bài hợp tai con trai lắm ý Chỉ là con trai thì họ ít khi đu idol cuồng nhiệt như con gái thôi,đu,CG,Sao mn có vẻ bất ngờ khi show có nhiều fanboy nhỉ Con trai thì vẫn nghe nhạc mà Chính ra nhạc chông gai làm nhiều bài hợp tai con trai lắm ý Chỉ là con trai thì họ ít khi ủng hộ idol cuồng nhiệt như con gái thôi
Đông nha cúp lé cũng có fanboy á booth sookay nay nhiều fanboy qua check var lắm,check var,,Đông nha cúp lé cũng có fanboy á booth sookay nay nhiều fanboy qua xem lắm
Trọng tài dùng công nghệ check var để xem lại cú va chạm giữa hai cầu thủ ,,,Trọng tài dùng công nghệ check var để xem lại cú va chạm giữa hai cầu thủ 
Nữa nè,,,Nữa nè
hên MU hôm qua ko đá chứ nó mà ở nhà nó khịa cho ị lun,khịa,"MU, pr, MLT, LED",hên Manchester United hôm qua không đá chứ nó mà ở nhà nó trêu cho ị lun
bác ơi t fan MC nó khịa thì t vui nó k khịa t mới khóc chứ lại,khịa,MC,bác ơi tôi fan man city nó trêu thì tôi vui nó không trêu tôi mới khóc chứ lại
Có thêm tam đại diệt nhái nữa,,,Có thêm tam đại diệt nhái nữa
2 tk bạn tôi thi xong phi đi xem luôn này fanboy nhiều lắm,,,2 thằng bạn tôi thi xong phi đi xem luôn này fanboy nhiều lắm
Sao cứ mỗi concert là t thấy 1 đống gai con mọc lên concert trước concert sau săn vé bằng hi vọng hả,gai con,,Sao cứ mỗi concert là t thấy 1 đống người ủng hộ chương trình anh trai vượt ngàn chông gai mọc lên concert trước concert sau săn vé bằng hi vọng hả
Thiệt luôn má hồi Day1 ở HCM nghĩ trong lớp có mình mình đu CG tại mấy nhỏ bạn đu S2 không tới đợt spoil cái lòi ra 1 đám hỏi thì tụi nó nói đợt S2 tiêu ác quá nên hết tiền,đu,"HCM, CG",Thiệt luôn má hồi Day1 ở hồ chí minh nghĩ trong lớp có mình mình ủng hộ chông gai tại mấy nhỏ bạn ủng hộ S2 không tới đợt spoil cái lòi ra 1 đám hỏi thì tụi nó nói đợt S2 tiêu ác quá nên hết tiền
Tại vì show này ko say gex á,,,Tại vì show này không say gex á
T muốn thả haha ghê,,,Tao muốn thả haha ghê
Cái show này mới đúng là đắc nhân tâm này chứ không như show nào đó mời quyển đắc nhân tâm biết đi về làm MC,,MC,Cái show này mới đúng là đắc nhân tâm này chứ không như show nào đó mời quyển đắc nhân tâm biết đi về làm người dẫn chương trình
Thề chứ đợt săn vé r cc mới lộ ra mấy page t theo dõi toàn Gai con,Gai con,,Thề chứ đợt săn vé rồi cc mới lộ ra mấy page tôi theo dõi toàn người ủng hộ chương trình anh trai vượt ngàn chông gai 
Từng gặp lực lượng fanboy gào siêu to luôn,,,Từng gặp lực lượng fanboy gào siêu to luôn
Nôm na thì chồng của vợ nhà tôi là Soobin còn chồng của tôi là Thanh Duy và Đỗ Hoàng Hiệp,,,Nôm na thì chồng của vợ nhà tôi là Soobin còn chồng của tôi là Thanh Duy và Đỗ Hoàng Hiệp
Hqa tôi tiêm kẹo dịu họng liên tục giờ thì tôi chính thức mất tiếng,,,Hôm qua tôi tiêm kẹo dịu họng liên tục giờ thì tôi chính thức mất tiếng
2 bạn fanboy ngồi cạnh tôi thuộc full bài Đến line của Soobin thì gào to hơn tôi nữa,,,2 bạn fanboy ngồi cạnh tôi thuộc full bài Đến line của Soobin thì gào to hơn tôi nữa
quả fanboy cạnh t thuộc full tca các bài quẩy hăng cỡ dẫm vào túi t 3l dcu đỉnh vcc,"quẩy, dcu, vcc",,quả fanboy cạnh tao thuộc full tất cả các bài nhảy hăng cỡ dẫm vào túi tao 3 lần luôn đỉnh thật
Đừng quên bộ ba tam tai Bàng Bầu Nào,,,Đừng quên bộ ba tam tai Bàng Bầu Nào
Bàng non của Duy Nhất Cảm ơn Bầu Đức với Nào không trêu bạn à,,,Bàng non của Duy Nhất Cảm ơn Bầu Đức với Nào không trêu bạn à
Mk thấy nhiều bạn Nam khen chtrinh thật sự luôn,,,Mình thấy nhiều bạn Nam khen chương trình thật sự luôn
cx đã,,cx,cũng đã
Cứ mỗi concert là tui thấy một mớ Gai con ngoi lên à Day 3 làm sao tranh nổi trời,Gai con,,Cứ mỗi concert là tui thấy một mớ những người ủng hộ anh trai vượt ngàn chông gai ngoi lên à Day 3 làm sao tranh nổi trời
Đừng nói chúng tôi gatekeep chúng tôi rất hoan hỉ với việc các bạn vì tò mò và vì nhiệt mà tìm đến chương trình tới chung vui với concert Nhưng đúng là bạn tới để trải nghiệm và để tận hưởng thì chúng tôi mới hoan nghênh còn bạn vào concert với tâm thế bới lông tìm vết cố soi ra lỗi để chê bai các anh tài thì mời bạn cút,,,Đừng nói chúng tôi gatekeep chúng tôi rất hoan hỉ với việc các bạn vì tò mò và vì nhiệt mà tìm đến chương trình tới chung vui với concert Nhưng đúng là bạn tới để trải nghiệm và để tận hưởng thì chúng tôi mới hoan nghênh còn bạn vào concert với tâm thế bới lông tìm vết cố soi ra lỗi để chê bai các anh tài thì mời bạn cút
"Định tối mới up source này nhưng mà trời ơi nó đẹp quáaaaaaaa, Mẹ Yêu Con mãi mận mãi keo",mãi mận mãi keo,,"Định tối mới up source này nhưng mà trời ơi nó đẹp quáaaaaaaa, Mẹ Yêu Con mãi đỉnh"
Uầy có ai có suộc giao lưu của các nhà diễn các tiết mục truyền thống ConcertATVNCG2024 OCP3 không cho mình xin xem với ạ,suộc,opc3,Uầy có ai có video hay ảnh giao lưu của các nhà diễn các tiết mục truyền thống Concert OCP3 không cho mình xin xem với ạ
Ai đó concert Gai không có chỗ đứng thoải mái,gai,,Ai đó concert chương trình anh trai vượt ngàn chông gai không có chỗ đứng thoải mái
Concert ATVNCG 2024 thênh thang nếu bạn là chill Gai nằm cũng đc luôn,chill Gai,ATVNCG,Concert anh trai vượt ngàn chông gai 2024 thênh thang nếu bạn là người ủng hộ chương trình anh trai vượt ngàn chông gai thư giãn nằm cũng đc luôn
Mùa hè chê cái show nọ tên bị phèn,phèn,,Mùa hè chê cái show nọ tên bị chán
Nước chanh pha với đường phèn đúng ngon,,,Nước chanh pha với đường phèn đúng ngon
Mùa thu đi concert về nộp sổ gạo,nộp sổ gạo,,Mùa thu đi concert về hết tiền
Chính quyền yêu cầu các hộ gia đình nộp sổ gạo để kiểm tra ,,,Chính quyền yêu cầu các hộ gia đình nộp sổ gạo để kiểm tra 
Mùa đông vẫn lụy,,,Mùa đông vẫn lụy
Suy nghĩ ngây thơ nhất năm 2024 đu quốc nội rẻ rề có bao nhiêu tiền đâu thời vụ chút chút đổi gió đi fan only zai Hàn 1x năm rồi vẫn vậy dễ gì sa lầy đã ngã,đu,,Suy nghĩ ngây thơ nhất năm 2024 ủng hộ quốc nội rẻ rề có bao nhiêu tiền đâu thời vụ chút chút đổi gió đi fan only zai Hàn 1x năm rồi vẫn vậy dễ gì sa lầy đã ngã
